nu,idFile,number,states/code,states/name,states/nu,states/forbidden/into/bool/v,states/forbidden/into/bool/uv,states/forbidden/into/comment/en,states/forbidden/into/comment/en.1,states/forbidden/into/comment/en.2,states/forbidden/into/comment/en.3,states/quara/into/where/e,states/quara/into/where/v,states/quara/into/where/uv,states/quara/into/dur/e,states/quara/into/dur/v,states/quara/into/dur/uv,states/quara/into/comment/en,states/quara/into/comment/de,states/quara/into/comment/fr,states/quara/into/comment/es,states/test/into/pcr/e,states/test/into/pcr/v,states/test/into/pcr/uv,states/test/into/or,states/test/into/ag/e,states/test/into/ag/v,states/test/into/ag/uv,states/test/into/comment/en,states/test/into/comment/de,states/test/into/comment/fr,states/test/into/comment/es,states/link/into,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41
TW,TW_States,3021,NAN,Nantou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW,TW_States,3022,PEN,Penghu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW,TW_States,3023,PIF,Pingtung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW,TW_States,3024,TXG,Taichung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW,TW_States,3025,TXQ,Taichung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW,TW_States,3026,TNN,Tainan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW,TW_States,3027,TNQ,Tainan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW,TW_States,3028,TPE,Taipei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW,TW_States,3029,TPQ,Taipei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW,TW_States,3030,TTT,Taitung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW,TW_States,3031,TAO,Taoyuan,TWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW,TW_States,3032,YUN,Yunlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ,TJ_States,3033,DU,Dushanbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ,TJ_States,3034,KT,Khatlon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ,TJ_States,3035,GB,Kŭhistoni Badakhshon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJ,TJ_States,3036,SU,Sughd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZ,TZ_States,3037,1,Arusha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZ,TZ_States,3038,2,Dar es Salaam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZ,TZ_States,3039,3,Dodoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZ,TZ_States,3040,4,Iringa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZ,TZ_States,3041,5,Kagera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZ,TZ_States,3042,6,Kaskazini Pemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZ,TZ_States,3043,7,Kaskazini Unguja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZ,TZ_States,3044,8,Kigoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZ,TZ_States,3045,9,Kilimanjaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZ,TZ_States,3046,10,Kusini Pemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZ,TZ_States,3047,11,Kusini Unguja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZ,TZ_States,3048,12,Lindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZ,TZ_States,3049,26,Manyara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZ,TZ_States,3050,13,Mara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZ,TZ_States,3051,14,Mbeya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZ,TZ_States,3052,15,Mjini Magharibi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZ,TZ_States,3053,16,Morogoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZ,TZ_States,3054,17,Mtwara,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZ,TZ_States,3055,18,Mwanza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZ,TZ_States,3056,19,Pwani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZ,TZ_States,3057,20,Rukwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZ,TZ_States,3058,21,Ruvuma,TZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZ,TZ_States,3059,22,Shinyanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZ,TZ_States,3060,23,Singida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZ,TZ_States,3061,24,Tabora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZ,TZ_States,3062,25,Tanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3063,37,Amnat Charoen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3064,15,Ang Thong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3065,38,Bueng Kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3066,31,Buri Ram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3067,24,Chachoengsao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3068,18,Chai Nat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3069,36,Chaiyaphum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3070,22,Chanthaburi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3071,50,Chiang Mai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3072,57,Chiang Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3073,20,Chon Buri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3074,86,Chumphon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3075,46,Kalasin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3076,62,Kamphaeng Phet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3077,71,Kanchanaburi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3078,40,Khon Kaen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3079,81,Krabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3080,10,Krung Thep Maha Nakhon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3081,52,Lampang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3082,51,Lamphun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3083,42,Loei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3084,16,Lop Buri,THA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3085,58,Mae Hong Son,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3086,44,Maha Sarakham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3087,49,Mukdahan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3088,26,Nakhon Nayok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3089,73,Nakhon Pathom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3090,48,Nakhon Phanom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3091,30,Nakhon Ratchasima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3092,60,Nakhon Sawan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3093,80,Nakhon Si Thammarat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3094,55,Nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3095,96,Narathiwat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3096,39,Nong Bua Lam Phu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3097,43,Nong Khai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3098,12,Nonthaburi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3099,13,Pathum Thani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3100,94,Pattani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3101,82,Phangnga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3102,93,Phatthalung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3103,S,Phatthaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3104,56,Phayao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3105,67,Phetchabun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3106,76,Phetchaburi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3107,66,Phichit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3108,65,Phitsanulok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3109,14,Phra Nakhon Si Ayutthaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3110,54,Phrae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3111,83,Phuket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3112,25,Prachin Buri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3113,77,Prachuap Khiri Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3114,85,Ranong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3115,70,Ratchaburi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3116,21,Rayong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3117,45,Roi Et,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3118,27,Sa Kaeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3119,47,Sakon Nakhon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3120,11,Samut Prakan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3121,74,Samut Sakhon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3122,75,Samut Songkhram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3123,19,Saraburi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3124,91,Satun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3125,33,Si Sa Ket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3126,17,Sing Buri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3127,90,Songkhla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3128,64,Sukhothai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3129,72,Suphan Buri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3130,84,Surat Thani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3131,32,Surin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3132,63,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3133,92,Trang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3134,23,Trat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3135,34,Ubon Ratchathani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3136,41,Udon Thani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3137,61,Uthai Thani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3138,53,Uttaradit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3139,95,Yala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,TH_States,3140,35,Yasothon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL,TL_States,3141,AL,Aileu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL,TL_States,3142,AN,Ainaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL,TL_States,3143,BA,Baucau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL,TL_States,3144,BO,Bobonaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL,TL_States,3145,CO,Cova Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL,TL_States,3146,DI,Díli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL,TL_States,3147,ER,Ermera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL,TL_States,3148,LA,Lautem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL,TL_States,3149,LI,Liquiça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL,TL_States,3150,MT,Manatuto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL,TL_States,3151,MF,Manufahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL,TL_States,3152,OE,Oecussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL,TL_States,3153,VI,Viqueque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG,TG_States,3154,C,Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG,TG_States,3155,K,Kara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG,TG_States,3156,M,Maritime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG,TG_States,3157,P,Plateaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG,TG_States,3158,S,Savannes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TK,TK_States,3159,TK,TK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO,TO_States,3160,1,'Eua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO,TO_States,3161,2,Ha'apai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO,TO_States,3162,3,Niuas,TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO,TO_States,3163,4,Tongatapu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO,TO_States,3164,5,Vava'u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT,TT_States,3165,ARI,Arima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT,TT_States,3166,CHA,Chaguanas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT,TT_States,3167,CTT,Couva-Tabaquite-Talparo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT,TT_States,3168,DMN,Diego Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT,TT_States,3169,ETO,Eastern Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT,TT_States,3170,PED,Penal-Debe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT,TT_States,3171,PTF,Point Fortin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT,TT_States,3172,POS,Port of Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT,TT_States,3173,PRT,Princes Town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT,TT_States,3174,RCM,Rio Claro-Mayaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT,TT_States,3175,SFO,San Fernando,TGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT,TT_States,3176,SJL,San Juan-Laventille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT,TT_States,3177,SGE,Sangre Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT,TT_States,3178,SIP,Siparia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT,TT_States,3179,TUP,Tunapuna-Piarco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT,TT_States,3180,WTO,Western Tobago,TKL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,TN_States,3181,12,Ariana,TON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,TN_States,3182,13,Ben Arous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,TN_States,3183,23,Bizerte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,TN_States,3184,31,Béja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,TN_States,3185,81,Gabès,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,TN_States,3186,71,Gafsa,TTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,TN_States,3187,32,Jendouba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,TN_States,3188,41,Kairouan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,TN_States,3189,42,Kasserine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,TN_States,3190,73,Kebili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,TN_States,3191,14,La Manouba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,TN_States,3192,33,Le Kef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,TN_States,3193,53,Mahdia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,TN_States,3194,82,Medenine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,TN_States,3195,52,Monastir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,TN_States,3196,21,Nabeul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,TN_States,3197,61,Sfax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,TN_States,3198,43,Sidi Bouzid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,TN_States,3199,34,Siliana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,TN_States,3200,51,Sousse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,TN_States,3201,83,Tataouine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,TN_States,3202,72,Tozeur,TUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,TN_States,3203,11,Tunis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,TN_States,3204,22,Zaghouan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3205,1,Adana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3206,2,Adıyaman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3207,3,Afyonkarahisar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3208,68,Aksaray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3209,5,Amasya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3210,6,Ankara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3211,7,Antalya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3212,75,Ardahan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3213,8,Artvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3214,9,Aydın,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3215,4,Ağrı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3216,10,Balıkesir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3217,74,Bartın,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3218,72,Batman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3219,69,Bayburt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3220,11,Bilecik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3221,12,Bingöl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3222,13,Bitlis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3223,14,Bolu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3224,15,Burdur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3225,16,Bursa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3226,20,Denizli,TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3227,21,Diyarbakır,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3228,81,Düzce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3229,22,Edirne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3230,23,Elazığ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3231,24,Erzincan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3232,25,Erzurum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3233,26,Eskişehir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3234,27,Gaziantep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3235,28,Giresun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3236,29,Gümüşhane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3237,30,Hakkâri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3238,31,Hatay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3239,32,Isparta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3240,76,Iğdır,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3241,46,Kahramanmaraş,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3242,78,Karabük,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3243,70,Karaman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3244,36,Kars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3245,37,Kastamonu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3246,38,Kayseri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3247,79,Kilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3248,41,Kocaeli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3249,42,Konya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3250,43,Kütahya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3251,39,Kırklareli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3252,71,Kırıkkale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3253,40,Kırşehir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3254,44,Malatya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3255,45,Manisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,TR_States,3256,47,Mardin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
